transaction_id,account_id,customer_id,timestamp,transaction_type,channel,amount,currency,counterparty_account_id,counterparty_name,counterparty_country,merchant_id,device_id,location_id,balance_after,flag_label,aml_scenario_tag
TXN-000814,ACC-000099,CUST-000044,2023-12-10 19:58:21.000000,Debit,Branch,844.14,INR,,,,,,LOC-000011,6630.63,Normal,
TXN-007869,ACC-001034,CUST-000441,2023-12-10 22:14:17.000000,Debit,ATM,30528.22,GBP,,,,,,LOC-000019,354177.34,Normal,
TXN-002777,ACC-000367,CUST-000154,2023-12-11 01:49:29.000000,Debit,ATM,114390.3,INR,,,,,,LOC-000026,141865.56,Normal,
TXN-000833,ACC-000101,CUST-000045,2023-12-11 03:29:40.000000,Debit,Online,77.0,AED,,,,,,LOC-000026,4.77,Normal,
TXN-008786,ACC-001169,CUST-000492,2023-12-11 03:32:35.000000,Credit,Branch,2678.89,INR,,,,,,LOC-000021,2748.46,Normal,
TXN-005175,ACC-000686,CUST-000288,2023-12-11 04:23:52.000000,ATM,ATM,548.3,INR,,,,,,LOC-000015,224.62,Normal,
TXN-007532,ACC-000983,CUST-000422,2023-12-11 10:07:29.000000,Debit,POS,8097.47,INR,,,,,,LOC-000018,11207.79,Normal,
TXN-006050,ACC-000804,CUST-000338,2023-12-11 12:40:08.000000,Debit,POS,2680.06,INR,,,,,,LOC-000002,613.54,Normal,
TXN-001016,ACC-000124,CUST-000054,2023-12-11 13:48:37.000000,POS,POS,1718.15,USD,,,,MER-000109,DEV-000082,LOC-000028,163.12,Normal,
TXN-003676,ACC-000484,CUST-000203,2023-12-11 14:13:43.000000,Transfer,POS,7340.43,INR,,,,,,LOC-000027,49901.24,Normal,
TXN-005216,ACC-000692,CUST-000290,2023-12-11 15:37:23.000000,POS,POS,42.19,INR,,,,MER-000033,DEV-000436,LOC-000021,6.06,Normal,
TXN-004430,ACC-000582,CUST-000247,2023-12-11 19:29:52.000000,Transfer,Branch,436.97,INR,,,,,,LOC-000017,363.66,Normal,
TXN-009094,ACC-000921,CUST-000395,2023-12-11 20:50:57.000000,Debit,Online,112618.88,USD,,,,MER-000069,,,56487.41,Suspicious,Integration
TXN-000837,ACC-000101,CUST-000045,2023-12-11 23:29:10.000000,POS,ATM,3.08,AED,,,,MER-000023,DEV-000069,LOC-000030,1.7,Normal,
TXN-002324,ACC-000305,CUST-000130,2023-12-11 23:55:20.000000,Debit,POS,355.66,INR,,,,,,LOC-000021,353.83,Normal,
TXN-007272,ACC-000943,CUST-000408,2023-12-12 00:58:07.000000,ATM,POS,1173.19,INR,,,,,,LOC-000009,595.67,Normal,
TXN-005292,ACC-000705,CUST-000295,2023-12-12 03:19:18.000000,Transfer,POS,8230.35,USD,,,,,,LOC-000019,36454.74,Normal,
TXN-008449,ACC-001121,CUST-000475,2023-12-12 04:55:51.000000,Transfer,Branch,3973.35,AED,,,,,,LOC-000002,27779.41,Normal,
TXN-001180,ACC-000149,CUST-000063,2023-12-12 06:50:31.000000,Transfer,ATM,702.87,EUR,,,,,,LOC-000022,311.26,Normal,
TXN-004319,ACC-000568,CUST-000240,2023-12-12 07:59:49.000000,Transfer,ATM,19538.84,USD,,,,,,LOC-000001,37925.59,Normal,
TXN-007245,ACC-000939,CUST-000405,2023-12-12 08:26:56.000000,Credit,POS,8185.11,USD,,,,,,LOC-000020,236193.91,Normal,
TXN-006903,ACC-000903,CUST-000387,2023-12-12 08:36:18.000000,Credit,Branch,25138.88,AED,,,,,,LOC-000026,29964.23,Normal,
TXN-005048,ACC-000663,CUST-000280,2023-12-12 09:40:26.000000,POS,ATM,5667.64,INR,,,,MER-000114,DEV-000419,LOC-000028,47527.96,Normal,
TXN-003120,ACC-000414,CUST-000172,2023-12-12 10:08:40.000000,Debit,Online,7669.74,USD,,,,,,LOC-000025,297204.81,Normal,
TXN-008194,ACC-001082,CUST-000459,2023-12-12 10:21:45.000000,ATM,Online,2862.02,INR,,,,,,LOC-000001,33519.35,Normal,
TXN-005807,ACC-000768,CUST-000324,2023-12-12 10:26:38.000000,Credit,ATM,3615.96,GBP,,,,,,LOC-000007,71063.61,Normal,
TXN-002084,ACC-000272,CUST-000115,2023-12-12 15:24:14.000000,Debit,Branch,92203.07,INR,,,,,,LOC-000008,244361.54,Normal,
TXN-007956,ACC-001046,CUST-000446,2023-12-12 16:10:22.000000,Credit,Online,1600.07,USD,,,,,,LOC-000021,5293.89,Normal,
TXN-001625,ACC-000207,CUST-000090,2023-12-12 16:46:20.000000,POS,Branch,11976.26,INR,,,,MER-000103,DEV-000136,LOC-000013,38799.13,Normal,
TXN-001676,ACC-000212,CUST-000093,2023-12-12 20:35:30.000000,Credit,ATM,144645.05,USD,,,,,,LOC-000020,559716.01,Normal,
TXN-007763,ACC-001021,CUST-000435,2023-12-12 21:04:07.000000,Transfer,ATM,4451.75,INR,,,,,,LOC-000021,14587.65,Normal,
TXN-001542,ACC-000196,CUST-000085,2023-12-12 21:09:57.000000,Debit,ATM,4180.34,INR,,,,,,LOC-000017,3928.05,Normal,
TXN-007284,ACC-000943,CUST-000408,2023-12-13 01:32:16.000000,Transfer,POS,522.09,INR,,,,,,LOC-000008,73.58,Normal,
TXN-002503,ACC-000327,CUST-000140,2023-12-13 02:49:36.000000,Credit,POS,133625.69,USD,,,,,,LOC-000028,611672.11,Normal,
TXN-002253,ACC-000295,CUST-000125,2023-12-13 07:44:22.000000,POS,ATM,8257.3,INR,,,,MER-000132,DEV-000187,LOC-000005,32627.54,Normal,
TXN-002737,ACC-000358,CUST-000152,2023-12-13 10:17:26.000000,POS,Branch,11827.85,INR,,,,MER-000104,DEV-000226,LOC-000024,17951.7,Normal,
TXN-005018,ACC-000657,CUST-000278,2023-12-13 14:56:13.000000,POS,Branch,936.73,INR,,,,MER-000121,DEV-000416,LOC-000011,162.61,Normal,
TXN-001949,ACC-000250,CUST-000107,2023-12-13 16:11:23.000000,POS,POS,3184.05,INR,,,,MER-000059,DEV-000162,LOC-000029,251366.64,Normal,
TXN-000027,ACC-000006,CUST-000002,2023-12-13 23:42:07.000000,Debit,Online,255.4,INR,,,,,,LOC-000017,201.92,Normal,
TXN-000322,ACC-000036,CUST-000018,2023-12-14 00:39:12.000000,Debit,POS,7561.99,USD,,,,,,LOC-000003,58760.56,Normal,
TXN-004270,ACC-000558,CUST-000237,2023-12-14 01:33:24.000000,POS,POS,5309.69,AED,,,,MER-000058,DEV-000352,LOC-000013,112098.87,Normal,
TXN-003014,ACC-000396,CUST-000166,2023-12-14 01:40:57.000000,Transfer,POS,561.86,USD,,,,,,LOC-000011,484.31,Normal,
TXN-001742,ACC-000222,CUST-000096,2023-12-14 06:59:54.000000,POS,Online,13.48,INR,,,,MER-000070,DEV-000145,LOC-000010,10.33,Normal,
TXN-006329,ACC-000829,CUST-000353,2023-12-14 07:11:15.000000,POS,Online,46858.84,INR,,,,MER-000129,DEV-000532,LOC-000021,275620.69,Normal,
TXN-007562,ACC-000986,CUST-000424,2023-12-14 09:45:12.000000,Transfer,Online,11738.23,USD,,,,,,LOC-000025,7008.92,Normal,
TXN-006301,ACC-000827,CUST-000352,2023-12-14 15:34:47.000000,Debit,Online,4367.44,INR,,,,,,LOC-000021,33320.51,Normal,
TXN-007090,ACC-000924,CUST-000397,2023-12-14 16:39:38.000000,Transfer,Online,3.49,USD,,,,,,LOC-000006,1.41,Normal,
TXN-004612,ACC-000603,CUST-000256,2023-12-14 17:19:41.000000,POS,Online,97599.6,INR,,,,MER-000069,DEV-000382,LOC-000001,267462.53,Normal,
TXN-000278,ACC-000030,CUST-000016,2023-12-14 21:03:53.000000,Debit,ATM,2843.01,INR,,,,,,LOC-000013,709.87,Normal,
TXN-000414,ACC-000046,CUST-000023,2023-12-14 22:33:08.000000,Debit,Branch,5358.78,INR,,,,,,LOC-000009,30055.29,Normal,
TXN-002005,ACC-000259,CUST-000110,2023-12-14 23:28:44.000000,POS,ATM,430.79,INR,,,,MER-000128,DEV-000165,LOC-000019,142.96,Normal,
TXN-006228,ACC-000821,CUST-000348,2023-12-15 00:50:27.000000,Credit,POS,2614.84,USD,,,,,,LOC-000022,2870.01,Normal,
TXN-005477,ACC-000725,CUST-000305,2023-12-15 02:28:08.000000,POS,ATM,2323.03,GBP,,,,MER-000006,DEV-000459,LOC-000014,44360.89,Normal,
TXN-008258,ACC-001091,CUST-000462,2023-12-15 05:45:22.000000,Transfer,POS,2646.15,INR,,,,,,LOC-000020,1865.15,Normal,
TXN-000739,ACC-000092,CUST-000040,2023-12-15 13:07:10.000000,Transfer,Online,7540.76,INR,,,,,,LOC-000012,32060.83,Normal,
TXN-000321,ACC-000035,CUST-000018,2023-12-15 13:53:52.000000,Credit,POS,7999.44,INR,,,,,,LOC-000008,16611.32,Normal,
TXN-007153,ACC-000930,CUST-000400,2023-12-15 14:43:25.000000,Transfer,Online,3603.51,USD,,,,,,LOC-000018,1962.22,Normal,
TXN-007027,ACC-000916,CUST-000393,2023-12-15 14:51:43.000000,Transfer,Branch,7316.29,AED,,,,,,LOC-000030,19389.72,Normal,
TXN-007188,ACC-000932,CUST-000401,2023-12-15 15:07:04.000000,Credit,ATM,9507.06,INR,,,,,,LOC-000009,110625.44,Normal,
TXN-001211,ACC-000153,CUST-000065,2023-12-15 15:47:21.000000,Debit,Branch,0.02,INR,,,,,,LOC-000008,0.0,Normal,
TXN-009319,ACC-001017,CUST-000433,2023-12-15 16:53:27.000000,Transfer,Online,36.69,INR,,Liam Johnson,KP,,,,12.11,Suspicious,High-Risk Geography
TXN-003343,ACC-000438,CUST-000184,2023-12-15 18:26:06.000000,Transfer,ATM,58737.69,GBP,,,,,,LOC-000021,569335.44,Normal,
TXN-004603,ACC-000602,CUST-000256,2023-12-15 18:48:31.000000,Debit,ATM,105682.43,INR,,,,,,LOC-000025,892637.61,Normal,
TXN-004179,ACC-000547,CUST-000231,2023-12-15 20:48:56.000000,Credit,Online,80198.45,USD,,,,,,LOC-000018,406801.9,Normal,
TXN-000201,ACC-000020,CUST-000011,2023-12-15 22:07:14.000000,ATM,POS,35968.24,INR,,,,,,LOC-000014,24345.06,Normal,
TXN-001244,ACC-000156,CUST-000067,2023-12-15 23:49:04.000000,Transfer,Online,7941.57,GBP,,,,,,LOC-000010,18494.63,Normal,
TXN-005722,ACC-000760,CUST-000320,2023-12-15 23:57:35.000000,Credit,Online,91500.41,INR,,,,,,LOC-000001,1571502.45,Normal,
TXN-004558,ACC-000594,CUST-000254,2023-12-16 00:15:23.000000,POS,Branch,27748.45,INR,,,,MER-000130,DEV-000378,LOC-000022,24972.0,Normal,
TXN-002230,ACC-000292,CUST-000124,2023-12-16 05:43:04.000000,Debit,Branch,6.88,EUR,,,,,,LOC-000030,1.14,Normal,
TXN-008847,ACC-001175,CUST-000495,2023-12-16 06:35:49.000000,Debit,Online,4898.23,INR,,,,,,LOC-000011,201704.27,Normal,
TXN-003222,ACC-000423,CUST-000177,2023-12-16 11:42:33.000000,ATM,Branch,4149.88,EUR,,,,,,LOC-000025,33304.84,Normal,
TXN-005125,ACC-000675,CUST-000285,2023-12-16 12:03:53.000000,Debit,ATM,719.93,USD,,,,,,LOC-000019,437.88,Normal,
TXN-001842,ACC-000233,CUST-000101,2023-12-16 13:14:43.000000,POS,Online,262.07,USD,,,,MER-000040,DEV-000153,LOC-000001,228.05,Normal,
TXN-007009,ACC-000914,CUST-000392,2023-12-16 15:22:24.000000,Credit,Online,6101.01,INR,,,,,,LOC-000029,6107.2,Normal,
TXN-000808,ACC-000098,CUST-000043,2023-12-17 02:03:58.000000,Debit,POS,159.73,INR,,,,,,LOC-000009,94.64,Normal,
TXN-004785,ACC-000623,CUST-000266,2023-12-17 03:34:32.000000,Debit,Branch,108241.48,INR,,,,,,LOC-000030,1703155.97,Normal,
TXN-000872,ACC-000105,CUST-000047,2023-12-17 06:21:48.000000,Transfer,POS,36775.69,INR,,,,,,LOC-000023,265540.0,Normal,
TXN-002644,ACC-000349,CUST-000147,2023-12-17 07:46:04.000000,Transfer,POS,9003.73,INR,,,,,,LOC-000005,2796.73,Normal,
TXN-003838,ACC-000503,CUST-000211,2023-12-17 08:39:02.000000,POS,Branch,929.11,EUR,,,,MER-000093,DEV-000314,LOC-000006,922.85,Normal,
TXN-006715,ACC-000876,CUST-000376,2023-12-17 09:05:02.000000,POS,Online,1942.9,INR,,,,MER-000017,DEV-000568,LOC-000016,146.78,Normal,
TXN-005897,ACC-000784,CUST-000330,2023-12-17 10:20:15.000000,Credit,Branch,628.15,GBP,,,,,,LOC-000023,754.57,Normal,
TXN-003325,ACC-000436,CUST-000183,2023-12-17 14:36:39.000000,POS,POS,3534.56,INR,,,,MER-000059,DEV-000271,LOC-000026,134789.2,Normal,
TXN-002111,ACC-000274,CUST-000116,2023-12-17 15:55:38.000000,POS,Online,23.56,INR,,,,MER-000055,DEV-000172,LOC-000003,13.86,Normal,
TXN-007415,ACC-000964,CUST-000415,2023-12-17 19:07:14.000000,POS,Branch,6807.9,INR,,,,MER-000038,DEV-000623,LOC-000011,13488.91,Normal,
TXN-003607,ACC-000475,CUST-000199,2023-12-17 19:26:35.000000,POS,Online,6329.21,GBP,,,,MER-000026,DEV-000296,LOC-000023,4508.33,Normal,
TXN-002365,ACC-000309,CUST-000132,2023-12-17 21:16:35.000000,ATM,Online,1060.29,INR,,,,,,LOC-000015,979.94,Normal,
TXN-003765,ACC-000496,CUST-000208,2023-12-17 21:39:07.000000,Debit,POS,2473.6,INR,,,,,,LOC-000018,118545.9,Normal,
TXN-005997,ACC-000795,CUST-000336,2023-12-18 02:39:24.000000,Transfer,POS,5315.75,GBP,,,,,,LOC-000006,1062.85,Normal,
TXN-007014,ACC-000915,CUST-000393,2023-12-18 04:26:27.000000,Debit,ATM,25241.43,USD,,,,,,LOC-000012,95313.22,Normal,
TXN-001290,ACC-000164,CUST-000070,2023-12-18 06:20:01.000000,POS,ATM,102.73,INR,,,,MER-000102,DEV-000107,LOC-000007,94.65,Normal,
TXN-007028,ACC-000915,CUST-000393,2023-12-18 07:12:29.000000,Debit,Online,7024.4,USD,,,,,,LOC-000011,88288.82,Normal,
TXN-007822,ACC-001024,CUST-000438,2023-12-18 08:16:11.000000,ATM,ATM,31.54,INR,,,,,,LOC-000003,25.55,Normal,
TXN-000143,ACC-000017,CUST-000008,2023-12-18 10:28:53.000000,Transfer,Online,3722.63,GBP,,,,,,LOC-000010,78636.73,Normal,
TXN-000043,ACC-000007,CUST-000003,2023-12-18 10:43:54.000000,Debit,ATM,24629.62,GBP,,,,,,LOC-000012,12459.83,Normal,
TXN-007313,ACC-000948,CUST-000410,2023-12-18 12:05:45.000000,POS,Online,8011.68,INR,,,,MER-000009,DEV-000616,LOC-000029,92816.09,Normal,
TXN-008237,ACC-001088,CUST-000461,2023-12-18 13:10:44.000000,Debit,Branch,170173.4,INR,,,,,,LOC-000014,2072846.1,Normal,
TXN-002616,ACC-000346,CUST-000146,2023-12-18 19:36:37.000000,Debit,ATM,8737.62,USD,,,,,,LOC-000026,2354.08,Normal,
TXN-000353,ACC-000038,CUST-000019,2023-12-18 20:47:01.000000,POS,Online,1719.06,USD,,,,MER-000094,DEV-000029,LOC-000025,2413.63,Normal,
TXN-000466,ACC-000056,CUST-000026,2023-12-18 21:33:18.000000,Debit,Branch,4010.85,INR,,,,,,LOC-000014,970.9,Normal,
TXN-001201,ACC-000153,CUST-000065,2023-12-18 22:43:30.000000,POS,Online,0.0,INR,,,,MER-000023,DEV-000098,LOC-000029,0.0,Normal,
TXN-004852,ACC-000633,CUST-000269,2023-12-18 22:45:44.000000,Transfer,POS,746.5,AED,,,,,,LOC-000011,442.76,Normal,
TXN-003370,ACC-000440,CUST-000186,2023-12-18 23:06:13.000000,Credit,POS,20911.57,INR,,,,,,LOC-000009,50537.34,Normal,
TXN-005505,ACC-000730,CUST-000306,2023-12-19 04:32:04.000000,Debit,POS,77041.93,USD,,,,,,LOC-000007,679590.23,Normal,
TXN-005837,ACC-000773,CUST-000326,2023-12-19 20:21:27.000000,Credit,Online,11738.71,INR,,,,,,LOC-000015,92982.75,Normal,
TXN-002636,ACC-000349,CUST-000147,2023-12-19 23:37:53.000000,Transfer,ATM,1829.74,INR,,,,,,LOC-000027,966.99,Normal,
TXN-006717,ACC-000876,CUST-000376,2023-12-19 23:57:32.000000,Credit,Online,94538.81,INR,,,,,,LOC-000002,94685.59,Normal,
TXN-004645,ACC-000607,CUST-000258,2023-12-20 00:13:55.000000,POS,Branch,487.93,INR,,,,MER-000061,DEV-000386,LOC-000020,313.51,Normal,
TXN-000025,ACC-000006,CUST-000002,2023-12-20 01:48:17.000000,Transfer,Online,131.05,INR,,,,,,LOC-000004,70.88,Normal,
TXN-000580,ACC-000064,CUST-000031,2023-12-20 02:08:05.000000,POS,Branch,5477.24,INR,,,,MER-000079,DEV-000048,LOC-000001,1417.5,Normal,
TXN-000318,ACC-000033,CUST-000017,2023-12-20 02:40:16.000000,POS,Online,43.69,INR,,,,MER-000071,DEV-000026,LOC-000025,16.5,Normal,
TXN-007132,ACC-000925,CUST-000398,2023-12-20 07:30:43.000000,Transfer,POS,201.55,USD,,,,,,LOC-000007,150.68,Normal,
TXN-006814,ACC-000891,CUST-000382,2023-12-20 11:34:20.000000,Transfer,Branch,171178.51,INR,,,,,,LOC-000005,116205.09,Normal,
TXN-009002,ACC-001034,CUST-000441,2023-12-20 11:39:40.000000,Credit,Branch,864070.91,GBP,,,,,,,1218248.25,Suspicious,Structuring
TXN-008998,ACC-001034,CUST-000441,2023-12-20 14:39:40.000000,Credit,Branch,925434.19,GBP,,,,,,,2143682.44,Suspicious,Structuring
TXN-009001,ACC-001034,CUST-000441,2023-12-20 14:39:40.000000,Credit,Branch,950638.49,GBP,,,,,,,3094320.93,Suspicious,Structuring
TXN-009000,ACC-001034,CUST-000441,2023-12-20 15:39:40.000000,Credit,Branch,963587.1,GBP,,,,,,,4057908.03,Suspicious,Structuring
TXN-008515,ACC-001130,CUST-000478,2023-12-20 19:45:41.000000,Debit,ATM,296.44,INR,,,,,,LOC-000008,37.69,Normal,
TXN-000044,ACC-000007,CUST-000003,2023-12-20 20:23:23.000000,Transfer,ATM,4549.31,GBP,,,,,,LOC-000005,7910.52,Normal,
TXN-001028,ACC-000128,CUST-000055,2023-12-20 22:24:31.000000,Transfer,Branch,48794.82,INR,,,,,,LOC-000002,788066.91,Normal,
TXN-008278,ACC-001095,CUST-000464,2023-12-20 23:18:39.000000,Transfer,Online,1585.37,USD,,,,,,LOC-000004,745.02,Normal,
TXN-005306,ACC-000706,CUST-000295,2023-12-21 01:50:48.000000,Debit,POS,3715.59,INR,,,,,,LOC-000003,51354.18,Normal,
TXN-002741,ACC-000358,CUST-000152,2023-12-21 03:14:52.000000,Debit,Online,6701.48,INR,,,,,,LOC-000017,11250.22,Normal,
TXN-006827,ACC-000894,CUST-000383,2023-12-21 03:59:15.000000,Credit,Branch,37176.38,INR,,,,,,LOC-000010,579779.14,Normal,
TXN-003300,ACC-000434,CUST-000182,2023-12-21 05:08:25.000000,Debit,Online,120.27,EUR,,,,,,LOC-000005,108.22,Normal,
TXN-008952,ACC-001190,CUST-000500,2023-12-21 06:19:32.000000,Transfer,Online,1573.3,USD,,,,,,LOC-000022,1896.58,Normal,
TXN-006299,ACC-000827,CUST-000352,2023-12-21 06:42:11.000000,POS,Online,8866.77,INR,,,,MER-000085,DEV-000531,LOC-000004,24453.74,Normal,
TXN-001680,ACC-000212,CUST-000093,2023-12-21 08:56:24.000000,ATM,Online,105352.86,USD,,,,,,LOC-000011,454363.15,Normal,
TXN-003433,ACC-000445,CUST-000189,2023-12-21 09:16:20.000000,POS,Branch,5746.61,INR,,,,MER-000053,DEV-000280,LOC-000002,27790.91,Normal,
TXN-002587,ACC-000342,CUST-000144,2023-12-21 13:46:18.000000,Debit,Branch,4083.16,GBP,,,,,,LOC-000011,579.91,Normal,
TXN-007398,ACC-000961,CUST-000414,2023-12-21 15:34:53.000000,Transfer,Branch,3637.13,INR,,,,,,LOC-000007,328.73,Normal,
TXN-005046,ACC-000663,CUST-000280,2023-12-21 15:46:55.000000,Transfer,ATM,1716.05,INR,,,,,,LOC-000024,45811.91,Normal,
TXN-008525,ACC-001132,CUST-000479,2023-12-21 16:42:59.000000,Credit,Online,317462.01,GBP,,,,,,LOC-000012,1031970.29,Normal,
TXN-009187,ACC-000040,CUST-000020,2023-12-21 17:15:52.000000,Transfer,Online,505797.94,GBP,ACC-000144,,,,,,260021.16,Suspicious,Shell Companies
TXN-003361,ACC-000439,CUST-000185,2023-12-21 18:09:15.000000,Credit,Branch,2697.28,INR,,,,,,LOC-000028,12609.01,Normal,
TXN-008999,ACC-001034,CUST-000441,2023-12-21 20:39:40.000000,Credit,Branch,943150.8,GBP,,,,,,,5001058.83,Suspicious,Structuring
TXN-004794,ACC-000620,CUST-000266,2023-12-21 21:00:55.000000,Transfer,Online,126233.89,USD,,,,,,LOC-000005,1735372.59,Normal,
TXN-007602,ACC-000992,CUST-000427,2023-12-22 00:00:40.000000,Debit,Branch,52986.58,INR,,,,,,LOC-000028,174525.87,Normal,
TXN-002014,ACC-000260,CUST-000110,2023-12-22 01:00:45.000000,Debit,POS,5534.6,AED,,,,,,LOC-000024,5647.76,Normal,
TXN-003812,ACC-000501,CUST-000210,2023-12-22 01:38:29.000000,Debit,Branch,3699.49,INR,,,,,,LOC-000018,24383.67,Normal,
TXN-004258,ACC-000557,CUST-000236,2023-12-22 04:49:41.000000,POS,ATM,5039.04,GBP,,,,MER-000111,DEV-000350,LOC-000026,13338.05,Normal,
TXN-004169,ACC-000544,CUST-000230,2023-12-22 08:09:14.000000,ATM,POS,1554.58,INR,,,,,,LOC-000014,41213.14,Normal,
TXN-003465,ACC-000452,CUST-000191,2023-12-22 09:27:05.000000,POS,ATM,1968.84,INR,,,,MER-000128,DEV-000282,LOC-000011,1807.01,Normal,
TXN-000473,ACC-000054,CUST-000026,2023-12-22 16:03:02.000000,Credit,ATM,15132.3,INR,,,,,,LOC-000019,18265.96,Normal,
TXN-004809,ACC-000626,CUST-000267,2023-12-22 17:07:45.000000,POS,ATM,70473.04,INR,,,,MER-000034,DEV-000399,LOC-000009,2382895.59,Normal,
TXN-003182,ACC-000417,CUST-000175,2023-12-22 18:10:48.000000,Transfer,ATM,1340.99,GBP,,,,,,LOC-000020,41520.92,Normal,
TXN-003635,ACC-000478,CUST-000201,2023-12-22 19:06:13.000000,POS,Branch,118110.96,INR,,,,MER-000113,DEV-000299,LOC-000013,1118517.41,Normal,
TXN-004688,ACC-000611,CUST-000260,2023-12-22 20:01:38.000000,Credit,Branch,2609.15,USD,,,,,,LOC-000020,2841.71,Normal,
TXN-003362,ACC-000439,CUST-000185,2023-12-22 20:24:07.000000,POS,POS,963.74,INR,,,,MER-000007,DEV-000274,LOC-000002,11645.27,Normal,
TXN-008583,ACC-001142,CUST-000482,2023-12-22 21:01:32.000000,Transfer,POS,3637.44,INR,,,,,,LOC-000001,18666.76,Normal,
TXN-002279,ACC-000301,CUST-000127,2023-12-22 21:05:35.000000,Credit,POS,5176.5,INR,,,,,,LOC-000015,177599.03,Normal,
TXN-004556,ACC-000594,CUST-000254,2023-12-22 21:40:49.000000,ATM,Online,22166.23,INR,,,,,,LOC-000009,2805.77,Normal,
TXN-000237,ACC-000024,CUST-000013,2023-12-22 22:56:16.000000,Transfer,POS,5926.5,INR,,,,,,LOC-000023,31095.22,Normal,
TXN-006971,ACC-000910,CUST-000391,2023-12-23 03:28:19.000000,Debit,Online,2477.59,USD,,,,,,LOC-000018,103222.33,Normal,
TXN-001068,ACC-000136,CUST-000058,2023-12-23 04:27:07.000000,POS,Branch,8865.84,USD,,,,MER-000112,DEV-000088,LOC-000025,13356.81,Normal,
TXN-005696,ACC-000754,CUST-000318,2023-12-23 08:02:33.000000,Transfer,ATM,664.01,INR,,,,,,LOC-000028,3287.82,Normal,
TXN-005457,ACC-000724,CUST-000304,2023-12-23 08:08:45.000000,Debit,Online,2.71,INR,,,,,,LOC-000003,1.83,Normal,
TXN-008576,ACC-001142,CUST-000482,2023-12-23 11:18:45.000000,Credit,Branch,10124.68,INR,,,,,,LOC-000023,28791.44,Normal,
TXN-002719,ACC-000357,CUST-000151,2023-12-23 12:42:05.000000,Debit,ATM,8094.01,INR,,,,,,LOC-000016,119571.21,Normal,
TXN-007262,ACC-000942,CUST-000407,2023-12-23 17:05:16.000000,Debit,POS,16382.94,INR,,,,,,LOC-000022,4786.65,Normal,
TXN-001847,ACC-000233,CUST-000101,2023-12-23 17:34:41.000000,POS,ATM,182.07,USD,,,,MER-000125,DEV-000153,LOC-000028,45.98,Normal,
TXN-004267,ACC-000558,CUST-000237,2023-12-23 20:52:33.000000,ATM,POS,5800.0,AED,,,,,,LOC-000018,106298.87,Normal,
TXN-006128,ACC-000809,CUST-000342,2023-12-23 21:12:06.000000,Debit,ATM,0.02,USD,,,,,,LOC-000019,0.01,Normal,
TXN-004916,ACC-000642,CUST-000273,2023-12-23 21:56:25.000000,Transfer,POS,79.69,INR,,,,,,LOC-000012,45.33,Normal,
TXN-002904,ACC-000384,CUST-000161,2023-12-23 22:04:28.000000,Transfer,ATM,6229.24,INR,,,,,,LOC-000025,1039.11,Normal,
TXN-007910,ACC-001040,CUST-000443,2023-12-24 02:36:36.000000,Debit,ATM,239.68,INR,,,,,,LOC-000025,177.29,Normal,
TXN-007486,ACC-000976,CUST-000420,2023-12-24 05:56:40.000000,Transfer,ATM,2986.86,INR,,,,,,LOC-000011,2208.38,Normal,
TXN-003199,ACC-000417,CUST-000175,2023-12-24 09:27:46.000000,POS,Online,2363.81,GBP,,,,MER-000056,DEV-000258,LOC-000021,39157.11,Normal,
TXN-000456,ACC-000052,CUST-000025,2023-12-24 12:09:14.000000,Debit,ATM,2699.78,GBP,,,,,,LOC-000011,624.27,Normal,
TXN-000772,ACC-000095,CUST-000042,2023-12-24 16:09:50.000000,Credit,Online,4625.22,INR,,,,,,LOC-000009,5740.7,Normal,
TXN-005029,ACC-000662,CUST-000279,2023-12-24 16:30:38.000000,Debit,POS,56182.06,AED,,,,,,LOC-000023,674235.84,Normal,
TXN-003659,ACC-000484,CUST-000203,2023-12-24 16:34:24.000000,Debit,Online,8623.14,INR,,,,,,LOC-000027,41278.1,Normal,
TXN-005117,ACC-000673,CUST-000284,2023-12-24 17:41:31.000000,ATM,Branch,204.25,INR,,,,,,LOC-000014,44.08,Normal,
TXN-006095,ACC-000808,CUST-000341,2023-12-24 18:43:44.000000,ATM,POS,4855.2,USD,,,,,,LOC-000022,11210.64,Normal,
TXN-000067,ACC-000009,CUST-000004,2023-12-24 20:00:30.000000,Credit,Online,13575.3,EUR,,,,,,LOC-000013,26904.4,Normal,
TXN-008915,ACC-001186,CUST-000498,2023-12-25 03:29:52.000000,POS,POS,82561.3,USD,,,,MER-000071,DEV-000748,LOC-000017,269717.03,Normal,
TXN-002995,ACC-000395,CUST-000165,2023-12-25 03:55:40.000000,ATM,ATM,67339.96,INR,,,,,,LOC-000021,840618.68,Normal,
TXN-003867,ACC-000505,CUST-000213,2023-12-25 08:57:01.000000,Debit,ATM,67001.12,INR,,,,,,LOC-000026,765177.91,Normal,
TXN-008662,ACC-001157,CUST-000487,2023-12-25 10:33:27.000000,POS,Online,3670.4,EUR,,,,MER-000051,DEV-000734,LOC-000003,39098.52,Normal,
TXN-008954,ACC-001190,CUST-000500,2023-12-25 10:52:39.000000,Debit,ATM,1375.23,USD,,,,,,LOC-000003,521.35,Normal,
TXN-006021,ACC-000798,CUST-000337,2023-12-25 11:01:34.000000,Debit,ATM,97977.21,EUR,,,,,,LOC-000011,856377.12,Normal,
